지점,날짜,평균기온(℃),최고기온(℃),최저기온(℃),일강수량(mm),평균풍속(m/s),평균 상대습도(%)
838,2015-03-31,11.1,11.1,11.1,0.0,0.7,
838,2015-04-01,10.6,10.6,10.6,0.0,0.3,
838,2015-04-02,6.0,6.0,6.0,0.0,1.8,
839,2015-03-31,11.5,11.5,11.5,0.0,0.8,
839,2015-04-01,13.0,13.0,13.0,0.0,0.7,
839,2015-04-02,8.5,8.5,8.5,0.0,0.3,
840,2015-03-31,13.4,13.4,13.4,0.0,1.1,76.9
840,2015-04-01,14.3,14.3,14.3,0.0,0.2,95.0
840,2015-04-02,8.2,8.2,8.2,0.0,1.1,87.5
841,2015-03-31,8.1,8.1,8.1,0.0,0.2,
841,2015-04-01,12.9,12.9,12.9,0.0,0.1,
841,2015-04-02,8.5,8.5,8.5,0.0,1.7,
842,2015-03-31,13.7,13.7,13.7,0.0,2.3,
842,2015-04-01,14.0,14.0,14.0,0.0,0.6,
842,2015-04-02,7.9,7.9,7.9,0.0,2.7,
843,2015-03-31,8.3,8.3,8.3,0.0,0.4,
843,2015-04-01,14.9,14.9,14.9,0.0,1.5,
843,2015-04-02,5.6,5.6,5.6,0.0,0.3,
844,2015-03-31,6.7,6.7,6.7,0.0,0.2,
844,2015-04-01,14.1,14.1,14.1,0.0,0.9,
844,2015-04-02,8.3,8.3,8.3,0.0,0.6,
845,2015-03-31,13.3,13.3,13.3,0.0,0.3,
845,2015-04-01,15.0,15.0,15.0,0.0,0.8,
845,2015-04-02,9.8,9.8,9.8,0.0,3.7,
846,2015-03-31,13.8,13.8,13.8,0.0,1.5,
846,2015-04-01,14.1,14.1,14.1,0.0,1.0,
846,2015-04-02,9.0,9.0,9.0,0.0,3.4,
847,2015-03-31,11.4,11.4,11.4,0.0,1.1,
847,2015-04-01,12.3,12.3,12.3,0.0,0.5,
847,2015-04-02,8.4,8.4,8.4,0.0,0.5,
848,2015-03-31,11.6,11.6,11.6,0.0,0.3,
848,2015-04-01,15.1,15.1,15.1,0.0,1.0,
848,2015-04-02,9.2,9.2,9.2,0.0,2.1,
849,2015-03-31,10.4,10.4,10.4,0.0,1.5,
849,2015-04-01,12.4,12.4,12.4,0.0,0.1,
849,2015-04-02,8.8,8.8,8.8,0.0,2.3,
850,2015-03-31,12.1,12.1,12.1,0.0,0.5,66.1
850,2015-04-01,14.7,14.7,14.7,0.0,2.3,88.9
850,2015-04-02,10.5,10.5,10.5,0.0,6.4,73.0
851,2015-03-31,5.4,5.4,5.4,0.0,0.1,
851,2015-04-01,15.3,15.3,15.3,0.0,1.4,
851,2015-04-02,5.7,5.7,5.7,0.0,0.4,
852,2015-03-31,14.4,14.4,14.4,0.0,2.7,
852,2015-04-01,13.3,13.3,13.3,0.0,5.0,
852,2015-04-02,7.3,7.3,7.3,0.0,2.6,
853,2015-03-31,9.5,9.5,9.5,0.0,0.4,
853,2015-04-01,11.7,11.7,11.7,0.0,0.1,
853,2015-04-02,4.7,4.7,4.7,0.0,0.3,
854,2015-03-31,14.5,14.5,14.5,0.0,5.2,70.7
854,2015-04-01,15.5,15.5,15.5,0.0,2.0,98.6
854,2015-04-02,7.9,7.9,7.9,0.0,0.8,93.2
855,2015-03-31,15.1,15.1,15.1,0.0,4.1,88.7
855,2015-04-01,14.3,14.3,14.3,0.0,3.8,99.9
855,2015-04-02,13.7,13.7,13.7,0.0,13.7,97.6
856,2015-03-31,9.3,9.3,9.3,0.0,1.5,97.9
856,2015-04-01,13.5,13.5,13.5,0.0,0.0,99.5
856,2015-04-02,8.9,8.9,8.9,0.0,0.0,99.5
857,2015-03-31,11.1,11.1,11.1,0.0,0.5,99.8
857,2015-04-01,14.5,14.5,14.5,0.0,0.4,99.7
857,2015-04-02,11.7,11.7,11.7,0.0,4.3,94.6
858,2015-03-31,8.6,8.6,8.6,0.0,0.7,97.4
858,2015-04-01,13.8,13.8,13.8,0.5,1.6,99.5
858,2015-04-02,11.9,11.9,11.9,0.0,7.3,78.3
859,2015-03-31,13.4,13.4,13.4,0.0,2.7,
859,2015-04-01,14.0,14.0,14.0,0.0,1.6,
859,2015-04-02,6.9,6.9,6.9,0.0,1.2,
870,2015-03-31,7.5,7.5,7.5,0.0,4.5,34.9
870,2015-04-01,12.3,12.3,12.3,0.0,4.3,93.0
870,2015-04-02,7.6,7.6,7.6,0.0,2.2,90.1
871,2015-03-31,6.9,6.9,6.9,0.0,3.6,40.2
871,2015-04-01,11.0,11.0,11.0,0.0,3.9,94.9
871,2015-04-02,7.6,7.6,7.6,0.0,1.1,91.4
872,2015-03-31,6.9,6.9,6.9,0.0,1.5,78.5
872,2015-04-01,13.9,13.9,13.9,0.0,0.8,96.9
872,2015-04-02,6.5,6.5,6.5,0.0,0.6,96.9
873,2015-03-31,7.9,7.9,7.9,0.0,3.6,71.3
873,2015-04-01,10.0,10.0,10.0,0.0,1.9,99.9
873,2015-04-02,2.2,2.2,2.2,0.0,9.5,99.9
874,2015-03-31,6.0,6.0,6.0,0.0,0.0,
874,2015-04-01,10.6,10.6,10.6,0.5,0.6,
874,2015-04-02,4.9,4.9,4.9,0.0,0.2,
875,2015-03-31,3.6,3.6,3.6,0.0,17.5,
875,2015-04-01,5.2,5.2,5.2,0.5,0.7,
875,2015-04-02,-1.2,-1.2,-1.2,0.0,6.5,
876,2015-03-31,18.5,18.5,18.5,0.0,1.7,35.1
876,2015-04-01,12.6,12.6,12.6,0.0,4.2,96.8
876,2015-04-02,7.1,7.1,7.1,0.0,0.3,91.3
877,2015-03-31,10.4,10.4,10.4,0.0,0.8,74.5
877,2015-04-01,12.0,12.0,12.0,0.5,1.7,99.9
877,2015-04-02,6.8,6.8,6.8,0.0,1.9,85.2
878,2015-03-31,12.4,12.4,12.4,0.0,2.7,48.0
878,2015-04-01,11.5,11.5,11.5,0.0,0.1,97.3
878,2015-04-02,0.9,0.9,0.9,0.0,0.4,99.9
879,2015-03-31,8.6,8.6,8.6,0.0,6.4,58.0
879,2015-04-01,8.4,8.4,8.4,1.5,1.3,99.9
879,2015-04-02,-1.4,-1.4,-1.4,0.0,1.0,99.9
881,2015-03-31,8.8,8.8,8.8,0.0,2.6,99.9
881,2015-04-01,12.9,12.9,12.9,0.0,2.0,99.9
881,2015-04-02,11.5,11.5,11.5,0.0,3.2,99.9
882,2015-03-31,10.1,10.1,10.1,0.0,0.0,82.5
882,2015-04-01,14.8,14.8,14.8,0.0,0.5,98.3
882,2015-04-02,11.8,11.8,11.8,0.0,2.5,82.4
884,2015-03-31,14.8,14.8,14.8,0.0,0.2,86.3
884,2015-04-01,15.0,15.0,15.0,0.5,1.9,99.0
884,2015-04-02,11.9,11.9,11.9,0.0,6.4,97.8
885,2015-03-31,14.0,14.0,14.0,0.0,3.4,96.0
885,2015-04-01,15.2,15.2,15.2,0.0,2.8,99.0
885,2015-04-02,11.2,11.2,11.2,0.0,3.4,99.0
886,2015-03-31,7.3,7.3,7.3,0.0,1.6,99.9
886,2015-04-01,13.7,13.7,13.7,0.0,1.6,99.9
886,2015-04-02,10.5,10.5,10.5,0.5,3.1,99.9
887,2015-03-31,9.5,9.5,9.5,0.0,0.8,75.7
887,2015-04-01,12.8,12.8,12.8,0.0,1.5,96.2
887,2015-04-02,10.5,10.5,10.5,0.0,2.7,73.8
888,2015-03-31,10.2,10.2,10.2,0.0,1.0,68.4
888,2015-04-01,11.9,11.9,11.9,0.0,0.5,99.9
888,2015-04-02,9.7,9.7,9.7,0.0,2.8,77.8
889,2015-03-31,9.4,9.4,9.4,0.0,0.3,79.6
889,2015-04-01,12.9,12.9,12.9,0.0,0.1,97.6
889,2015-04-02,11.3,11.3,11.3,0.0,0.7,62.7
900,2015-03-31,11.2,11.2,11.2,0.0,1.0,69.9
900,2015-04-01,14.7,14.7,14.7,0.0,1.1,90.0
900,2015-04-02,8.6,8.6,8.6,0.0,1.0,80.6
901,2015-03-31,13.2,13.2,13.2,0.0,3.4,93.0
901,2015-04-01,14.0,14.0,14.0,0.0,3.5,97.9
901,2015-04-02,10.3,10.3,10.3,0.0,5.8,89.2
902,2015-03-31,8.8,8.8,8.8,0.0,0.5,97.4
902,2015-04-01,12.8,12.8,12.8,0.0,1.0,97.5
902,2015-04-02,8.9,8.9,8.9,0.0,0.3,97.4
903,2015-03-31,8.9,8.9,8.9,0.0,,
903,2015-04-01,13.1,13.1,13.1,0.0,,
903,2015-04-02,8.8,8.8,8.8,0.0,,
905,2015-03-31,10.3,10.3,10.3,0.0,0.7,
905,2015-04-01,14.0,14.0,14.0,0.0,0.7,
905,2015-04-02,9.6,9.6,9.6,0.0,0.7,
906,2015-03-31,10.4,10.4,10.4,0.0,0.3,
906,2015-04-01,12.7,12.7,12.7,0.0,0.4,
906,2015-04-02,10.3,10.3,10.3,0.0,0.7,
907,2015-03-31,12.4,12.4,12.4,0.0,0.9,88.1
907,2015-04-01,13.5,13.5,13.5,0.5,1.0,99.9
907,2015-04-02,9.9,9.9,9.9,0.0,1.8,92.5
908,2015-03-31,9.7,9.7,9.7,0.0,0.9,80.6
908,2015-04-01,14.6,14.6,14.6,0.0,0.2,94.9
908,2015-04-02,10.5,10.5,10.5,0.0,1.9,69.2
909,2015-03-31,13.4,13.4,13.4,0.0,2.4,
909,2015-04-01,15.0,15.0,15.0,0.5,2.1,
909,2015-04-02,9.9,9.9,9.9,0.0,6.8,
910,2015-03-31,12.6,12.6,12.6,0.0,2.7,77.3
910,2015-04-01,14.3,14.3,14.3,0.5,1.5,96.2
910,2015-04-02,9.4,9.4,9.4,0.0,6.5,81.5
911,2015-03-31,12.1,12.1,12.1,0.0,2.3,98.9
911,2015-04-01,15.0,15.0,15.0,2.0,1.9,99.0
911,2015-04-02,10.6,10.6,10.6,0.0,13.8,93.2
912,2015-03-31,8.3,8.3,8.3,0.0,0.2,
912,2015-04-01,11.7,11.7,11.7,0.0,0.0,
912,2015-04-02,8.9,8.9,8.9,0.0,1.8,
913,2015-03-31,11.2,11.2,11.2,0.0,0.5,
913,2015-04-01,14.4,14.4,14.4,0.0,0.2,
913,2015-04-02,10.9,10.9,10.9,0.0,2.8,
914,2015-03-31,8.7,8.7,8.7,0.0,,
914,2015-04-01,11.4,11.4,11.4,0.0,,
914,2015-04-02,7.2,7.2,7.2,0.0,,
915,2015-03-31,7.9,7.9,7.9,0.0,1.1,
915,2015-04-01,13.1,13.1,13.1,0.0,0.4,
915,2015-04-02,8.4,8.4,8.4,0.0,0.6,
916,2015-03-31,9.6,9.6,9.6,0.0,0.6,98.3
916,2015-04-01,13.6,13.6,13.6,0.0,0.4,99.0
916,2015-04-02,9.3,9.3,9.3,0.0,1.5,94.8
917,2015-03-31,12.8,12.8,12.8,0.0,1.0,
917,2015-04-01,13.8,13.8,13.8,0.0,1.2,
917,2015-04-02,9.2,9.2,9.2,0.0,1.0,
918,2015-03-31,9.9,9.9,9.9,0.0,1.7,91.6
918,2015-04-01,14.2,14.2,14.2,0.0,0.7,95.4
918,2015-04-02,10.4,10.4,10.4,0.0,1.8,85.6
919,2015-03-31,13.7,13.7,13.7,0.0,2.0,64.5
919,2015-04-01,13.7,13.7,13.7,0.0,0.5,97.9
919,2015-04-02,9.5,9.5,9.5,0.0,3.3,74.6
920,2015-03-31,9.2,9.2,9.2,0.0,0.6,92.6
920,2015-04-01,13.8,13.8,13.8,0.0,0.6,95.8
920,2015-04-02,9.3,9.3,9.3,0.0,0.5,92.1
921,2015-03-31,12.6,12.6,12.6,0.0,4.5,81.2
921,2015-04-01,13.8,13.8,13.8,0.0,0.1,99.8
921,2015-04-02,10.2,10.2,10.2,0.0,2.5,78.8
922,2015-03-31,8.8,8.8,8.8,0.0,0.7,
922,2015-04-01,13.2,13.2,13.2,0.0,0.1,
922,2015-04-02,9.3,9.3,9.3,0.0,0.9,
923,2015-03-31,12.9,12.9,12.9,0.0,1.3,
923,2015-04-01,14.5,14.5,14.5,0.0,1.0,
923,2015-04-02,10.4,10.4,10.4,0.0,3.2,
924,2015-03-31,14.3,14.3,14.3,0.0,2.5,86.4
924,2015-04-01,14.4,14.4,14.4,0.0,2.0,94.3
924,2015-04-02,11.3,11.3,11.3,0.0,5.5,82.9
925,2015-03-31,9.4,9.4,9.4,0.0,1.0,87.0
925,2015-04-01,13.9,13.9,13.9,0.0,1.4,98.3
925,2015-04-02,9.7,9.7,9.7,0.0,1.6,88.3
926,2015-03-31,9.7,9.7,9.7,0.0,0.6,
926,2015-04-01,13.7,13.7,13.7,0.0,0.0,
926,2015-04-02,9.7,9.7,9.7,0.0,1.2,
927,2015-03-31,8.9,8.9,8.9,0.0,0.6,
927,2015-04-01,13.9,13.9,13.9,0.0,0.5,
927,2015-04-02,9.4,9.4,9.4,0.0,0.8,
928,2015-03-31,15.2,15.2,15.2,0.0,,
928,2015-04-01,16.1,16.1,16.1,0.0,,
928,2015-04-02,9.3,9.3,9.3,0.0,,
929,2015-03-31,9.7,9.7,9.7,0.0,0.8,
929,2015-04-01,13.7,13.7,13.7,0.0,0.8,
929,2015-04-02,8.8,8.8,8.8,0.0,0.5,
930,2015-03-31,10.7,10.7,10.7,0.0,0.0,99.9
930,2015-04-01,14.2,14.2,14.2,0.0,0.0,99.9
930,2015-04-02,10.9,10.9,10.9,0.0,4.4,78.2
931,2015-03-31,13.3,13.3,13.3,0.0,1.9,96.8
931,2015-04-01,15.0,15.0,15.0,0.0,1.7,99.9
931,2015-04-02,10.6,10.6,10.6,0.0,5.3,80.9
932,2015-03-31,11.4,11.4,11.4,0.0,0.4,82.9
932,2015-04-01,13.7,13.7,13.7,0.0,0.2,91.1
932,2015-04-02,10.8,10.8,10.8,0.0,1.2,69.4
933,2015-03-31,9.6,9.6,9.6,0.0,1.0,
933,2015-04-01,13.1,13.1,13.1,0.5,1.5,
933,2015-04-02,9.1,9.1,9.1,0.0,3.2,
934,2015-03-31,7.5,7.5,7.5,0.0,0.2,
934,2015-04-01,13.3,13.3,13.3,0.0,0.0,
934,2015-04-02,9.1,9.1,9.1,0.0,0.7,
935,2015-03-31,9.9,9.9,9.9,0.0,,
935,2015-04-01,13.3,13.3,13.3,0.0,,
935,2015-04-02,8.6,8.6,8.6,0.0,,
936,2015-03-31,10.7,10.7,10.7,0.0,3.0,
936,2015-04-01,13.1,13.1,13.1,0.0,0.3,
936,2015-04-02,8.9,8.9,8.9,0.0,1.0,
937,2015-03-31,14.7,14.7,14.7,0.0,4.1,64.9
937,2015-04-01,14.6,14.6,14.6,0.5,1.1,95.2
937,2015-04-02,10.2,10.2,10.2,0.0,3.8,76.9
938,2015-03-31,13.7,13.7,13.7,0.0,3.1,
938,2015-04-01,14.9,14.9,14.9,0.5,0.3,
938,2015-04-02,10.1,10.1,10.1,0.0,2.7,
939,2015-03-31,10.4,10.4,10.4,0.0,0.9,
939,2015-04-01,14.3,14.3,14.3,0.0,0.6,
939,2015-04-02,9.8,9.8,9.8,0.0,3.0,
940,2015-03-31,13.3,13.3,13.3,0.0,0.5,
940,2015-04-01,14.4,14.4,14.4,0.0,0.2,
940,2015-04-02,9.9,9.9,9.9,0.0,2.1,
941,2015-03-31,13.2,13.2,13.2,0.0,0.7,
941,2015-04-01,14.3,14.3,14.3,0.0,0.0,
941,2015-04-02,10.4,10.4,10.4,0.0,1.4,
942,2015-03-31,15.6,15.6,15.6,0.0,2.0,
942,2015-04-01,14.9,14.9,14.9,1.5,0.3,
942,2015-04-02,11.2,11.2,11.2,0.0,3.7,
943,2015-03-31,15.6,15.6,15.6,0.0,2.9,57.2
943,2015-04-01,16.9,16.9,16.9,0.0,3.0,89.7
943,2015-04-02,11.3,11.3,11.3,0.0,4.0,72.2
944,2015-03-31,9.7,9.7,9.7,0.0,1.0,
944,2015-04-01,13.6,13.6,13.6,0.5,0.9,
944,2015-04-02,9.7,9.7,9.7,0.0,0.0,
945,2015-03-31,9.5,9.5,9.5,0.0,0.3,
945,2015-04-01,12.1,12.1,12.1,0.0,0.2,
945,2015-04-02,7.1,7.1,7.1,0.0,0.8,
946,2015-03-31,7.7,7.7,7.7,0.0,0.5,
946,2015-04-01,11.4,11.4,11.4,0.0,0.2,
946,2015-04-02,7.8,7.8,7.8,0.0,0.8,
947,2015-03-31,12.0,12.0,12.0,0.0,1.1,
947,2015-04-01,15.8,15.8,15.8,0.5,0.9,
947,2015-04-02,11.0,11.0,11.0,0.0,8.3,
948,2015-03-31,8.9,8.9,8.9,0.0,0.1,
948,2015-04-01,12.9,12.9,12.9,0.0,0.1,
948,2015-04-02,8.8,8.8,8.8,0.0,1.0,
949,2015-03-31,14.0,14.0,14.0,0.0,,
949,2015-04-01,15.3,15.3,15.3,0.0,,
949,2015-04-02,10.9,10.9,10.9,0.0,,
950,2015-03-31,12.7,12.7,12.7,0.0,2.7,79.2
950,2015-04-01,14.6,14.6,14.6,0.5,0.0,99.9
950,2015-04-02,9.8,9.8,9.8,0.0,3.7,77.5
951,2015-03-31,8.7,8.7,8.7,0.0,0.8,99.0
951,2015-04-01,14.2,14.2,14.2,0.0,0.2,99.0
951,2015-04-02,12.1,12.1,12.1,0.0,5.1,95.8
953,2015-03-31,10.0,10.0,10.0,0.0,1.3,96.0
953,2015-04-01,13.5,13.5,13.5,0.0,0.5,97.9
953,2015-04-02,10.3,10.3,10.3,0.0,2.9,84.1
954,2015-03-31,13.7,13.7,13.7,0.0,2.8,71.2
954,2015-04-01,14.3,14.3,14.3,0.0,2.3,96.9
954,2015-04-02,10.1,10.1,10.1,0.0,5.1,80.6
955,2015-03-31,7.8,7.8,7.8,0.0,2.9,
955,2015-04-01,11.7,11.7,11.7,0.0,5.0,
955,2015-04-02,9.9,9.9,9.9,0.0,6.1,
956,2015-03-31,5.3,5.3,5.3,0.0,0.0,
956,2015-04-01,8.0,8.0,8.0,0.0,4.0,
956,2015-04-02,9.6,9.6,9.6,0.0,4.7,
957,2015-03-31,12.2,12.2,12.2,0.0,7.1,
957,2015-04-01,13.4,13.4,13.4,0.0,3.2,
957,2015-04-02,9.5,9.5,9.5,0.0,6.6,
958,2015-03-31,12.5,12.5,12.5,0.0,5.9,
958,2015-04-01,11.2,11.2,11.2,0.0,2.0,
958,2015-04-02,11.3,11.3,11.3,0.0,3.6,
959,2015-03-31,12.1,12.1,12.1,0.0,4.9,
959,2015-04-01,12.1,12.1,12.1,0.0,0.3,
959,2015-04-02,11.3,11.3,11.3,0.0,15.3,
960,2015-03-31,16.0,16.0,16.0,0.0,2.8,
960,2015-04-01,14.9,14.9,14.9,0.0,4.2,
960,2015-04-02,13.4,13.4,13.4,0.0,10.2,
961,2015-03-31,13.4,13.4,13.4,0.0,1.6,
961,2015-04-01,14.1,14.1,14.1,0.0,1.8,
961,2015-04-02,11.5,11.5,11.5,0.0,14.0,
962,2015-03-31,15.6,15.6,15.6,0.0,3.0,
962,2015-04-01,14.4,14.4,14.4,0.0,0.6,
962,2015-04-02,11.1,11.1,11.1,0.0,6.3,
966,2015-03-31,8.5,8.5,8.5,0.0,0.9,96.7
966,2015-04-01,11.2,11.2,11.2,0.0,3.4,99.9
966,2015-04-02,9.3,9.3,9.3,0.0,7.3,83.7
967,2015-03-31,10.1,10.1,10.1,0.0,1.9,90.0
967,2015-04-01,12.2,12.2,12.2,0.0,3.0,99.9
967,2015-04-02,10.1,10.1,10.1,0.0,9.1,80.2
968,2015-03-31,14.2,14.2,14.2,0.0,1.3,76.8
968,2015-04-01,14.9,14.9,14.9,0.0,1.0,99.6
968,2015-04-02,10.5,10.5,10.5,0.0,9.0,81.3
969,2015-03-31,14.9,14.9,14.9,0.0,6.6,71.4
969,2015-04-01,14.0,14.0,14.0,0.5,0.9,99.7
969,2015-04-02,10.6,10.6,10.6,0.0,7.1,84.6
